gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue,type,SUPPORT,CONFIDENCE,LIFT,COUNT
WIPF1,,,,,,,,,,,1.184491356684312,3.7605719427037542e-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592245678342156,0.592245678342156,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
WIPF3,,,,,,,,,,,,,,,1.0235915080366191,0.0002200703772057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5119057892069124,0.5119057892069124,1.0005917856554771,0.004173072086134085,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
WISP1,,,,,,,-1.0574308357899935,1.6176572875296286e-14,,,1.5654291368969384,4.280217124237347e-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0477306591699995,6.711653388589761e-17,,,,,,,,,,,,,,,8.121844704591092e-15,0.2222469943252813,,,,,,,
WISP2,1.3369052379932551,2.080125824726221e-06,,,,,-1.6526687345933115,5.104435708644757e-09,-1.0105954839175273,0.0001158049238392,3.0610041938787584,7.0662150243283185e-28,1.085784652800763,5.028384193641724e-05,-1.2473983633331789,2.0592745220208684e-06,1.3045152573051546,1.0793701924016635e-06,1.15804662299145,1.9631051261611488e-05,1.137931429550698,4.907169389081322e-05,,,,,,,-1.516877153571066,3.988714339231386e-09,1.3051865330227213,3.99119599830589e-06,,,1.0309741759273736,0.0001544970876039,,,,,1.22190712320514,1.2384410831272726e-05,,,,,,,2.152826672355891,2.016651354595524e-14,,,,,-1.1064407191856336,2.074884373477596e-05,1.5325636355869607,8.816612539005667e-08,,,2.05541220073384,3.6333364185870764e-14,2.048417941858513,7.755556954834033e-13,2.0189947498193724e-05,0.37562019301721733,,,,,,,
WISP3,-1.1443991559421167,0.0070910045940678,,,-1.493793748405143,0.0003438221046451,,,-1.7393272171481655,1.813465178434079e-05,,,-1.01295589221293,0.0183478335262755,,,,,,,,,-1.7917936742386391,3.375086296259648e-05,-1.4016800984866806,0.0010660714148903,,,-1.2445595213342746,0.0028130637889326,-1.1863894175935612,0.0058146316595978,,,-1.400069688667702,0.0009860505653,-1.5231712731832572,0.0002743538010938,,,-1.2197008130049358,0.004899200811272,-1.8581684789738169,4.789117230513904e-06,,,-1.3459567194751512,0.0015085277588796,,,,,-1.136174548378191,0.0075007375424155,-1.825224004657968,6.218653850583221e-06,,,-1.5115228088444377,0.0003047613387237,,,,,-0.5064755515478497,-0.7057681715122092,,,,,,,
WNT10A,,,,,,,,,,,,,1.1903840613004044,9.970861144448045e-09,,,1.2148921690450705,4.538601092768654e-09,1.114442543484412,1.3807294029323253e-07,1.3935667298381835,2.9829801793050103e-11,1.1253482060286242,4.874965648957653e-07,1.1765981735870668,3.1591493280938815e-08,,,,,1.3481385312826475,1.2047038500412172e-10,,,1.1307384436039467,1.1972619582009485e-07,,,,,1.1266600581654027,1.545819715303148e-07,,,,,1.1495308172669856,6.1038876905271e-08,1.155736795885713,3.572891204292596e-08,,,,,,,1.277063313419089,1.7381743150973506e-09,1.1670502765693778,2.079945372013396e-08,1.505597361796112,1.3004239884367874e-13,1.1964699053877328,1.7151407898670785e-08,0.5572215154904885,0.6074012898302305,0.7294698473189409,0.007275204399061101,Colorectal Neoplasms,8.967180120758025e-05,0.9,1.0648975237107206,18.0
WNT11,,,,,,,1.6196941408169787,1.2526415028316022e-11,,,,,1.487190867321332,1.3909674535066172e-09,,,1.0562297610186897,3.080157234996919e-05,1.126193365073955,1.0510847920445304e-05,1.4280145226188217,1.8736954997105265e-08,,,,,1.1902274125725234,1.941217427016973e-06,,,,,1.41612459965545,1.6778939535775952e-08,1.5405150599752049,6.60579944270139e-10,1.2077951173572012,1.7355178912223683e-06,1.3271895312266548,8.232129538168346e-08,,,,,1.3966282013857667,1.64910517065394e-08,1.3447343908483032,9.537592128295896e-08,,,1.0414037874953532,3.710438571604947e-05,,,1.6823860177775574,1.3791746196855529e-12,1.0736773644915525,3.575129555908293e-05,,,1.209750868883733,1.3244690130361045e-06,,,0.5207204459405347,0.6566240865313668,,,Colorectal Neoplasms,6.974473427256242e-05,1.0,1.1832194707896893,14.0
WNT2,,,,,,,,,,,1.2949333622947272,1.2028819570224705e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6474666811473636,0.6474666811473636,,,Colorectal Neoplasms,0.00014945300201263376,0.9375,1.1092682538653338,30.0
WNT2B,,,,,,,,,,,1.0659289740501952,1.603665707118317e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5329644870250976,0.5329644870250976,0.25631851150231794,0.09061505203025667,Colorectal Neoplasms,4.981766733754459e-05,1.0,1.1832194707896893,10.0
WNT7B,,,-1.9706150487051133,1.7144545660213853e-14,-1.9183011547205389,1.476146783053091e-13,-1.9052894196141028,1.1063071473695581e-12,-1.9284172814810476,3.676120851739491e-14,,,-1.6984081187683344,1.7482001251969078e-12,-1.7900064070350128,7.444165786815692e-12,-1.4155600398295682,6.527597934658254e-09,-1.5132901535583594,9.762410801049316e-10,,,-1.5590039041220545,1.7832895329019571e-09,-1.2316842602347842,2.650265795475924e-06,-2.120860133180458,3.5485489946289134e-18,-2.109100064557901,3.3617167146558646e-16,,,-1.850557943780359,4.07902251097365e-14,-1.5953803659779562,1.067271295640192e-10,-1.9255976344388237,3.833552208837824e-15,-1.9350892433986224,4.558003843920677e-15,-1.1701361620171895,7.0563699683855e-06,-2.059513901972392,3.065066840148654e-17,-1.5607398307417883,4.1492277192125165e-09,-1.6578871029402964,2.922110976160025e-11,,,-2.01798713193161,1.2322283363930418e-15,-1.7422011409753888,3.229761650135269e-12,-1.734098088731871,7.830994228184295e-12,,,-1.540396133049786,1.004073267866092e-09,-1.3535845931110082,2.9776627648687523e-08,,,-0.5850680810085948,-0.8605639919386782,0.6532458858296877,0.07695253575576332,Colorectal Neoplasms,2.4908833668772293e-05,0.8333333333333334,0.9860162256580746,5.0
WT1,,,,,,,,,,,,,,,,,,,,,,,,,1.0253895810191056,0.0008648823583655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0708992866059368,0.000386545352362,,,0.5131272316887355,0.522133505404901,,,Colorectal Neoplasms,0.0001095988681425981,1.0,1.1832194707896893,22.0
WTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0166613216871638,6.344470058224032e-20,,,,,,,,,,,,,,,,,1.085026058295746,5.096261850670497e-23,,,,,,,1.0238303060776666,9.796837908850101e-20,,,1.0392640202144654,3.2421232578258544e-21,1.0062846544449573,1.6498731420921264e-18,0.5031423272224786,0.5158371534493162,,,,,,,
WWTR1,,,,,,,-1.2827364562357706,6.345538363715534e-23,,,1.2639473682841291,7.564416640220858e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.210591265058871e-23,-0.003757817590328294,0.2564860356163375,0.0469908701955734,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
XDH,-1.0487103368543256,5.273114391479947e-09,,,-1.213277109598277,4.4806223178925894e-13,,,-1.0106785698858511,1.7910207793751722e-09,,,-1.3041013714646843,5.118045562918348e-14,,,-1.2172166461252565,8.73144538588657e-12,-1.0600443382168283,7.521157032522714e-09,-1.138271438762184,5.026430267424694e-10,-1.3314902458478963,7.045057061743566e-13,-1.283366340604956,2.716336084772742e-13,-1.2602007943249538,1.6914278608372242e-13,-1.0146965822541945,4.724804990184813e-10,-1.282753783086767,2.940808234980169e-13,-1.3322548466031827,3.353425703008595e-14,-1.1244671334243002,1.109016941982993e-09,,,,,-1.3481340743713672,8.654618704098911e-15,-1.1767883074625118,9.395693073010924e-12,-1.1182575192174906,6.237975061681777e-11,-1.3619197222669075,1.0082768861197118e-14,,,-1.056892366982647,5.339253971648494e-10,,,,,,,-1.3723306843871792,7.284917291741235e-16,-1.088677510855272,5.869226712179291e-10,,,-0.5053392849429252,-0.5965085811550507,,,Colorectal Neoplasms,1.9927066935017835e-05,0.8,0.9465755766317515,4.0
XG,1.3511743201895705,6.325693839361979e-07,,,1.156723556923348,1.0540300643238228e-05,,,,,,,1.0117772653021015,0.0001845694883786,,,1.4989202219985855,9.782773197512916e-09,1.059236330372787,0.0001095393263895,1.2763345104725587,3.4216586536297707e-06,1.4647155613957932,1.6455831465776625e-07,1.0696562704522543,0.0001048054000577,,,,,1.581686624809922,2.891878030235204e-09,,,1.5287224838216444,9.906266410364593e-09,,,,,1.2036157790454427,1.256098374528576e-05,1.0272189644652931,0.0001252103106588,,,1.163322338502338,1.8042853581470023e-05,1.2987443421666505,1.2139705136746611e-06,,,1.1316038915088886,1.99176563428549e-05,1.3294687546788837,2.158016184953381e-07,1.4037109456267003,2.805565806941914e-07,1.3315494780331496,5.500075653791206e-07,1.5891143852456684,1.4315491059238304e-09,1.1712194593650476,1.7280067537516656e-05,0.5059809173952401,0.637929399299861,,,,,,,
XIRP1,,,,,,,-1.6399738986747945,1.1500601984284597e-15,,,1.5673787696977657,8.592624324746857e-17,,,,,,,,,,,,,,,,,-1.2471579488145492,5.1552753258456975e-11,,,,,,,,,,,,,,,,,,,1.1308049665346558,3.4043930514135573e-10,,,,,,,,,,,,,1.0169395194181443,3.0554687116780135e-08,1.9599602919990634e-10,0.07527194902762713,,,Colorectal Neoplasms,2.4908833668772293e-05,1.0,1.1832194707896893,5.0
XKR9,-1.4775349617305644,1.4589030653571103e-09,-1.7181316517387133,1.383851035335058e-12,-1.8487360558608072,4.624586951601072e-15,,,-1.7816447518785663,3.15413355159161e-14,,,-1.4459446201804136,1.524372883484001e-09,-1.6107793951038374,1.2155215479051054e-11,-1.1931727555914933,7.912363749987091e-07,-1.4051710736176424,8.774137224808477e-09,-1.378644965693079,3.9957571993952643e-08,-1.2308284934751146,1.954540421966593e-06,-1.7367189608538236,1.0109875742079997e-12,-1.2686483798008237,3.171663797525188e-07,-1.9205831105382536,1.211599812884975e-16,-1.2464933067161723,3.2034806587010454e-07,-1.595350827295667,5.085525027823794e-11,-1.5912337429411867,2.7342920971312797e-11,-1.5920307155209883,8.426719714409365e-11,-1.587802022597159,1.0123184623732766e-10,-1.310150933753559,1.604777617240196e-07,-1.74054667164363,2.873746078797061e-13,-1.112872070206034,7.478040501675321e-06,-1.7993369631145346,2.9491309011123854e-14,,,-1.3910014810802374,1.930693801770753e-08,-1.6565631622843602,8.104499396836898e-12,-1.3462037405987497,1.8789110497106765e-08,-1.3980914438357723,1.2372878535356888e-08,-1.6310832350107756,1.3821125593729804e-11,-1.3125119411392931,4.755458346483638e-08,-1.1063063619008775,5.0492913497166415e-06,-0.5531531809504386,-0.7455466907714015,,,,,,,
XPNPEP2,1.1444073677791806,7.687109360209153e-05,1.3190537126971376,4.01683350151377e-06,1.342207501875729,2.5119157208558564e-06,2.13888747246449,1.7420267483213517e-15,1.4411613626422195,2.832819242485763e-07,,,1.302030238473568,3.3739811033574093e-06,1.846809149022824,1.506751729908564e-11,1.448167479552262,1.721710357865407e-07,1.0740058300936122,0.0002037699207215,1.4940907335523388,2.280598537053485e-07,1.6118165700388696,3.3994240499028525e-08,1.5463321169468658,7.397408852664825e-08,1.6438149303319782,3.6077305305759518e-09,1.4489324064655609,2.707005189232891e-07,,,1.212570324936579,2.814675110880434e-05,1.63035572949663,7.088707691498743e-09,1.7933361603391855,1.2849937997209002e-10,1.3976693441348982,9.624915014000986e-07,1.0615987749032585,0.0002974705461155,1.2134432897987242,2.5381198165088857e-05,2.030175452756233,1.4368740203225138e-13,1.7338213031062364,6.09960783568828e-10,,,1.7777850456004922,1.5654512166970374e-10,1.5301920224711734,6.098128555657007e-08,2.1841782366968667,1.6145494251869128e-16,,,1.3026818111901937,5.63446028719274e-06,1.2282381926483543,1.173068633358504e-05,,,0.5309481227246869,0.753261303407053,,,,,,,
ZBED2,,,-1.659261325212614,2.5940535903690146e-19,-1.4112088219740129,5.053468307952992e-14,-1.6030380910017752,1.3482266776453916e-12,,,,,,,-1.3958895985401032,1.3244269421309326e-13,,,,,,,,,,,-1.0781351704926172,1.4758538307078287e-09,-1.952781284388264,4.1736615375363957e-26,,,,,,,,,,,,,-1.0751025552707485,1.5570561266157247e-09,,,,,,,,,,,,,,,,,,,,,-0.5375512776353742,-0.7141978747654044,0.7883105193879798,0.001941548671617987,,,,,
ZBTB16,1.459077014544478,1.0148010727268872e-08,,,,,-1.2516955954552438,1.421466189095705e-07,,,2.7753421594795924,3.942862924876274e-29,1.023957363500815,2.3620008990821868e-05,,,1.230492476348393,2.336454887802439e-07,,,1.103447475793662,1.984056307980313e-05,1.1813877683506084,2.6629329183836133e-06,,,,,,,1.3124487384801455,1.559458588931783e-07,,,,,,,,,1.5173201137143792,1.1784442857812155e-09,,,,,,,1.5278068203234014,4.537071490432205e-09,,,,,,,1.2261723295971243,2.8604883442372027e-06,,,1.5338116114329672,6.565646369586663e-10,1.413074402873788,4.462782305433038e-08,2.1730286035312498e-05,0.5945449624499763,-0.6666513699417534,0.018150865971366073,Colorectal Neoplasms,3.985413387003567e-05,0.8888888888888888,1.051750640701946,8.0
ZBTB7C,-1.417744804287277,5.704379498675527e-15,-1.1073443904584723,2.98063528396945e-10,-1.7575561052742843,6.684760198110661e-23,,,-1.64595286069236,8.216062961834744e-21,,,-1.9887503813442595,2.853245716595244e-29,-1.21993574991056,4.916035982533394e-11,-1.7393038044001956,6.1913582254279204e-21,-1.6542051369223143,1.5617597929051178e-18,-1.7521547063025689,5.545986825583594e-22,-1.7139165527769036,4.871390103212618e-18,-1.6914274175089643,1.956531483106604e-19,-1.5102881497048255,1.2354576530586289e-15,-1.0327796138514893,7.743066341781659e-09,-1.8783820691430453,1.953358631675168e-25,-1.9010785987071832,1.970197188279229e-26,-1.9908614576326085,3.9084388974717415e-29,-1.7882947429242653,8.06666089489974e-24,-1.5399216851694846,6.067469033694288e-17,-1.703995514039066,6.100278345567473e-20,-1.764891383800951,2.2161139279852352e-23,-1.1125590671278929,8.25851288406436e-09,-1.9500811142298144,3.3270951552685153e-28,-1.149822427789337,4.892264745666301e-11,-1.4807240125884755,3.8379253708529765e-16,-1.589863255968751,2.153090584932684e-18,-1.7692554226424368,4.8824803749177155e-24,-1.504371777787673,2.612036851835517e-16,-1.8689335109678331,6.188512273409781e-26,-1.6712526139238957,2.3523514868362506e-22,-1.3703615450776927,1.2214943643559191e-14,-0.5163898069257447,-0.7997114698931619,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ZCCHC24,1.2883293184739242,5.658330350318118e-28,,,,,,,,,1.330177494430716,2.2994093573653096e-32,,,,,,,,,,,,,1.0832357040005658,7.236712236810061e-23,,,,,1.1111120923745956,1.1728729010792715e-20,,,,,,,,,1.307603489740592,5.3061055725419574e-31,,,,,,,1.295878876471801,7.478331577405148e-27,,,,,,,1.288217571207113,6.4357711888393906e-27,,,1.3100591971883897,4.4520632231316034e-30,1.1819433313176042,1.5008434958155169e-21,0.5416178520002829,0.6177986803792412,-0.27391703549859475,0.05597897121124797,,,,,
ZDBF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.136315148235581,2.8875787293146353e-13,,,,,,,,,,,,,,,0.5681575741179349,0.5681575741179349,0.444122988160064,0.021969792889659976,,,,,
ZDHHC8P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1519619493129731,9.197447094958309e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575981020643722,0.575981020643722,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ZEB1,,,,,,,,,,,1.5594700893441489,1.881206377849769e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1417462007919013,9.768845333844652e-30,,,,,,,1.0263272899675455,8.36814259518997e-28,,,1.0281618725428183,1.2079877558552166e-29,1.001845873152095,1.3957887498075177e-23,0.5009229365760475,0.5689522056704143,,,Colorectal Neoplasms,0.0012006057828348245,0.9836734693877551,1.1639016018788373,241.0
ZEB2,,,,,,,,,,,1.6038033863969228,6.924946787109188e-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8019016931984614,0.8019016931984614,,,Colorectal Neoplasms,0.00040352310543411113,0.9878048780487805,1.1687899650483515,81.0
ZFHX4,1.0035894686811129,4.36900508036099e-08,,,,,,,,,2.2660676237678232,3.088241750892997e-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0836675006708305,1.550876698631272e-09,,,,,,,1.7538019822060154,9.548826037774156e-23,,,,,,,1.3002075154915715,1.2222577231349785e-12,,,1.3528661775196051,3.426691918225711e-14,1.2911417627123292,8.42485633746027e-12,0.5017947561855819,0.7035424554990318,-0.46720641209551356,0.0168708765506235,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0
ZFP28,1.5680890257639903,1.0427965609433155e-20,1.1964047219025244,3.2973010798246698e-12,1.3074747427657012,2.6867741822937082e-15,1.0482385403381436,2.9946226221413874e-11,1.272686789239703,2.0981899718859113e-14,,,1.107829529626311,8.231987851284525e-11,1.1676035601173391,2.955348213495682e-12,,,,,1.1460762601801555,1.3385853974792702e-10,1.2554464547493236,1.6099623496382166e-12,1.5891640095620114,4.633075977507523e-21,1.247948020836929,1.2125103679322254e-13,1.3935631378320592,1.2428431450933989e-17,1.0795330892630053,5.487234241570368e-10,1.0826156026925886,8.967257211059354e-10,1.1018891368498582,2.1816185624457943e-10,,,,,1.4614298017139276,6.8728535639673274e-18,1.3116335122513916,9.805139712454344e-15,,,1.2396968339853482,6.051531105680376e-13,1.2318423071442957,2.6161117141809106e-13,,,1.2738592451232855,1.0365533172316885e-13,,,1.296675575082194,1.217556369540686e-13,1.2454498739240116,5.734522611211288e-13,1.179669999984715,4.975811022073197e-12,1.1811432492014522,4.701913586383157e-12,0.5241192706174347,0.6226547406668733,,,,,,,
ZFP82,1.1916057319764302,3.5195243849648493e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595802865988391,0.595802865988391,-0.5692913534219446,0.00484493168040958,,,,,
ZFPM2,1.0013618443750092,8.105457211032407e-14,,,,,,,,,1.969587454913453,6.8567129314117e-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1689924315119635,2.893558582529128e-20,,,,,,,1.513871842554006,3.3105913240644374e-30,,,,,,,1.2655616544364143,1.337270885676728e-21,,,1.254555399238302,1.4886133848114914e-21,1.297052320179117,1.65087284596345e-20,0.5006809221875451,0.6647775912930595,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ZG16,,,,,,,,,-1.1910220206142237,0.0006271293515211,,,-1.983700655986284,2.0910688823570814e-08,,,-1.446031855427807,5.231125438397216e-05,-1.5530962391684249,1.0955385760782028e-05,,,-1.8877878801472208,5.640919975418396e-07,-1.424177595913098,8.815395407859252e-05,,,,,-1.333472426014,0.0001789271937863,,,-1.5353450816691088,1.852413695718677e-05,,,1.434203581675374,5.279672240557799e-05,,,,,,,-1.5929404352375416,8.400127695747808e-06,,,,,,,,,,,,,,,,,2.9250134318270517e-07,-0.5958253587081769,,,Colorectal Neoplasms,7.472650100631688e-05,1.0,1.1832194707896893,15.0
ZIC2,-1.5981820049892057,3.828690959437068e-06,-1.5367389471788666,8.157997398382023e-06,-1.4667229785700675,1.9595460426006672e-05,,,,,,,-1.0233148139001895,0.0034950154433362,-1.1667238665270545,0.0007324435175679,-1.3112979841416808,0.0001239975151659,,,-1.4631785981759104,3.313890735565895e-05,-1.142233597928877,0.0019427687034848,-1.5862783381843304,5.710780575717925e-06,-1.0911958774369517,0.0018431454887887,-1.5521124953995626,4.697058244278056e-06,,,-1.211825450254133,0.0005942640043723,-1.0195049462158596,0.0042503815531791,-1.1528191719207042,0.0011865592912498,-1.2191606422727082,0.0005385472870865,-1.4733088077707763,2.6132663965767004e-05,-1.3422010650642977,0.0001064670287314,,,-1.117486944889583,0.0015910486763424,-1.5137389242443615,9.419463974738242e-06,-1.0349579530250006,0.0035440777953431,,,,,,,-1.4373571667902714,3.38719734300162e-05,,,-1.0954388168495428,0.0018370194252744,-0.5097505587624501,-0.6454133258170252,,,Colorectal Neoplasms,3.487236713628121e-05,1.0,1.1832194707896893,7.0
ZIC5,-2.001559624670347,7.457514103586865e-07,-1.9467922051751627,1.480582262214163e-06,-1.6714896688498737,4.004523469129258e-05,,,-1.0221173034424598,0.0146193904149604,,,-1.4251271485778456,0.0004946703361441,-1.4501313433356116,0.000353633513689,-1.7779505627538594,8.195785893190291e-06,-1.1744587266288788,0.0051618076782379,-1.9338631143602,2.4940851700500115e-06,-1.587582976616493,0.0002171789892713,-1.930481674980541,2.7526457841026834e-06,-1.4889162531205036,0.0002805163545227,-1.8507608271204323,3.5866828447588817e-06,-1.3334114001531088,0.0014603641041092,-1.5610514631493884,0.0001643460847856,-1.4568039923070022,0.000446818893085,-1.5524534352313404,0.0001953791462357,-1.6485578795607725,6.551518503368172e-05,-1.8866531650068088,4.093332512648849e-06,-1.764362692762094,1.3885250413937526e-05,,,-1.5265857103755114,0.0002255171612474,-1.9615650472867048,8.036171316210362e-07,-1.4965518967305993,0.0002966901273084,-1.3137570668724674,0.0016783854528797,,,-1.397855990104872,0.0009289558843423,-1.9318766883770904,1.7841892751920753e-06,-1.3528506993411535,0.0009764967539967,-1.6243217461632784,6.283208421334998e-05,-0.5110582788455247,-0.7991796529224293,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
ZIK1,,,,,,,,,,,1.4936064689473485,3.6602647168809877e-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7468032344736742,0.7468032344736742,0.1572840734886673,0.06785736463189002,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ZMAT1,,,1.4404343553553087,2.4105214604376933e-16,1.1837370633417317,5.952555457753804e-11,,,,,,,,,,,,,1.1604196734619816,3.5642120574078355e-10,,,,,,,1.1022977005123349,1.9552344492862877e-09,1.195604296967407,1.76132415120746e-11,,,1.180088006351624,1.5044566227454442e-10,,,,,1.341199610177675,6.215114912328425e-14,1.0013332501776455,1.6212925364527457e-07,,,1.138456038681864,4.932494056339947e-10,,,,,1.2519748224338292,4.278571107653092e-12,1.0537100585735424,1.3651299996363376e-08,,,1.1267983396757333,2.7636296010150852e-09,,,,,1.0048131828852542,8.089526270966937e-08,0.5006667061534495,0.5807975321194687,,,,,,,
ZMYND15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.072026358672874,2.6433163456821376e-24,,,,,,,,,,,,,,,,,,,,,-0.536013179336437,-0.536013179336437,,,,,,,
ZNF114,,,-1.002892966460097,1.833944994326924e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5014373135050768,-0.5014373135050768,,,,,,,
ZNF134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1227981243363432,3.621856030478776e-13,,,,,1.0056578580289643,2.8553125425984372e-11,,,,,,,,,,,,,,,,,0.5028289290287588,0.5262569822845963,,,,,,,
ZNF135,1.1470838358822242,7.889100819872717e-16,,,,,,,,,1.6595849215528,6.225328275148e-37,,,,,1.0422905258435131,3.0751892199861247e-15,,,,,,,,,,,,,1.216274871574711,6.131010884180797e-19,,,1.0106223797902345,3.3457998228111984e-14,,,,,1.2794715766458669,2.0268245142757107e-21,,,,,,,1.3810759314977143,5.2700425613020173e-23,,,,,,,1.5429437145105838,1.3640049014796482e-30,,,1.5077542745034396,4.88839957671232e-31,1.3094621264021356,2.3870515225881834e-20,0.505311189895134,0.6477083499094474,-0.574073881717143,0.00018339859693160423,Colorectal Neoplasms,0.000652611442121834,0.6390243902439025,0.7561061008460942,131.0
ZNF154,,,,,,,,,,,1.467857963862218,9.43106183981564e-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0249656977314814,8.827829387882668e-22,,,,,,,1.1026325360517018,2.9569726397766632e-30,,,1.0766225763026884,2.4588361582401423e-30,1.0938109444208597,1.3669980277852789e-26,0.5124828488657407,0.5707611424758808,,,,,,,
ZNF167,,,,,,,,,,,1.028367183768283,1.358146981197542e-12,,,,,,,,,,,,,,,,,,,1.005305266162899,1.2840334760202066e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5026526330878697,0.50726501660665,,,,,,,
